file_name,source_path,category,jurisdiction,entity_name,title,authority,court,relevant_law,gdpr_articles,type,outcome,started,decided,published,fine,parties,national_case_number_name,european_case_law_identifier,appeal,appeal_from,appeal_to,original_languages,original_source
MT_IP_-_0610643_2020_5.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_-_0610643_2020_5.md,authorities,Slovenia,IP (Slovenia),IP - 0610–643/2020/5,IP (Slovenia),,Article 6 GDPR,6,Investigation,Violation Found,,2021-02-26,2021-03-15,None,n/a,0610–643/2020/5,n/a,n/a,,,Slovenian,GDPR plus (via IP zip files) (in SL)
MT_AEPD_Spain_-_PS_00499_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_PS_00499_2022.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - PS/00499/2022,AEPD (Spain),,Article 5(1)(c) GDPRArticle 13 GDPR,13,Complaint,Upheld,2021-10-27,,,"75,000 EUR",n/a,PS/00499/2022,n/a,Unknown,,,Spanish,AEPD (in ES)
MT_HmbBfDI_Hamburg_-_Sector-Wide_Investigation_on_Credit_Collection_Services.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_HmbBfDI_Hamburg_-_Sector-Wide_Investigation_on_Credit_Collection_Services.md,authorities,Germany,HmbBfDI (Hamburg),HmbBfDI (Hamburg) - Sector-Wide Investigation on Credit Collection Services,HmbBfDI (Hamburg),,Article 5(1)(a) GDPRArticle 6(1) GDPR,6,Complaint,Upheld,,,,"900,000.00 EUR",n/a,Sector-Wide Investigation on Credit Collection Services,n/a,n/a,,,English,Hamburg DPA (in EN)
MT_HmbBfDI_Hamburg_-_Bußgeld_wegen_des_Betriebs_einer_Dashcam_im_Straßenverkehr.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_HmbBfDI_Hamburg_-_Bußgeld_wegen_des_Betriebs_einer_Dashcam_im_Straßenverkehr.md,authorities,Germany,HmbBfDI (Hamburg),HmbBfDI (Hamburg) - Bußgeld wegen des Betriebs einer Dashcam im Straßenverkehr,HmbBfDI (Hamburg),,Article 4(1) GDPR,4,Complaint,Upheld,,,2023-03-31,n/a,n/a,Bußgeld wegen des Betriebs einer Dashcam im Straßenverkehr,n/a,n/a,,,German,Hamburg DPA (in DE)
MT_AEPD_Spain_-_EXP202305408.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202305408.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202305408,AEPD (Spain),,Article 6(1) GDPR,6,Complaint,Upheld,2023-03-10,2025-04-10,2025-04-10,"120,000 EUR",Banco Bilbao Vizcaya Argentaria,EXP202305408,n/a,Not appealed,,,Spanish,AEPD (in ES)
MT_Rb._Rotterdam_-_9435922.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Rotterdam_-_9435922.md,courts,Netherlands,Rb. Rotterdam (Netherlands),Rb. Rotterdam - 9435922,,Rb. Rotterdam (Netherlands),Article 4(2) GDPRArticle 6 GDPRArticle 82 GDPR,"4,6,82",,,,2022-02-25,2022-03-03,,,9435922,ECLI:NL:RBROT:2022:1419,,,Unknown,Dutch,Rechtspraak.nl (in Dutch)
MT_AZOP_Croatia_-_Decision_22-02-2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AZOP_Croatia_-_Decision_22-02-2021.md,authorities,Croatia,AZOP (Croatia),AZOP (Croatia) - Decision 22-02-2021,AZOP (Croatia),,Article 32(1)(b) GDPRArticle 32(1)(d) GDPRArticle 32(2) GDPRArticle 32(4) GDPR,32,Complaint,Upheld,,2021-02-22,,0,Security company (name N/A at the moment),Decision 22-02-2021,n/a,n/a,,,Croatian,azop.hr (in HR)
MT_IP_-_07121-1_2020_1242.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_-_07121-1_2020_1242.md,authorities,Slovenia,IP (Slovenia),IP - 07121-1/2020/1242,IP (Slovenia),,Article 58 GDPRArticle 49(1)(7) ZVOP-1Article 2 ZInfPArticle 15(5) ZIUPDV,58,Advisory Opinion,n/a,,2020-07-28,2020-07-28,None,n/a,07121-1/2020/1242,n/a,Unknown,,,Slovenian,IP (in SL)
MT_LAG_Nürnberg_-_2_Ta_76_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LAG_Nürnberg_-_2_Ta_76_20.md,courts,Germany,LAG Nürnberg (Germany),LAG Nürnberg - 2 Ta 76/20,,LAG Nürnberg (Germany),Article 15 GDPR§ 63(2) GKG§ 63(3) Second Sentence GKG§ 68(1) Third Sentence GKG§ 23(3) Second Sentence RVG§ 32(2) RVG,15,,,,,,,,2 Ta 76/20,,,ArbG Bamberg (Germany)4 Ca 44/20,,German,Bayern.Recht (in German)
MT_CNIL_France_-_SAN-2021-014.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CNIL_France_-_SAN-2021-014.md,authorities,France,CNIL (France),CNIL (France) - SAN-2021-014,CNIL (France),,Article 16 GDPRArticle 17 GDPRArticle 30 GDPR,"16,17,30",Investigation,Violation Found,,2021-09-15,2021-09-16,3000 EUR,Société nouvelle de l’annuaire français (SNAF),SAN-2021-014,n/a,Unknown,,,French,Legifrance (in FR)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9815947.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9815947.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9815947,Garante per la protezione dei dati personali (Italy),,Article 12 GDPRArticle 12(3) GDPRArticle 12(4) GDPRArticle 17 GDPR,"12,17",Complaint,Upheld,2022-09-15,,2022-09-15,"10,000 EUR",XX (the data subject)Bper Banca S.p.A. (the controller),9815947,n/a,Unknown,,,Italian,Italian DPA website (in IT)
MT_ANSPDCP_Romania_-_Warning_issued_to_Cluj-Napoca_Municipality.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Warning_issued_to_Cluj-Napoca_Municipality.md,authorities,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Warning issued to Cluj-Napoca Municipality,ANSPDCP (Romania),,Article 5(1)(a) GDPRArticle 6(1) GDPRArticles 12-14 Law no. 190/2018,6,Investigation,Violation Found,,2020-12-11,2020-12-22,None,n/a,Warning issued to Cluj-Napoca Municipality,n/a,Unknown,,,Romanian,ANSPDCP (in RO)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9991020.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9991020.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9991020,Garante per la protezione dei dati personali (Italy),,Article 5(1)(f) GDPRArticle 32(1) GDPRArticle 32(2) GDPRArticle 34 GDPR,"32,34",Investigation,Violation Found,2022-10-22,2024-02-08,2024-03-08,"2,800,000 EUR",UniCredit S.p.A.,9991020,n/a,Pending appeal,,,Italian,Garante per la protezione dei dati personali (in IT)
MT_IP_-_0613-438_2019_16.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_-_0613-438_2019_16.md,authorities,Slovenia,IP (Slovenia),IP - 0613-438/2019/16,IP (Slovenia),,Article 32 GDPR,32,Investigation,Violation Found,,2021-03-25,2021-04-15,None,n/a,0613-438/2019/16,n/a,Unknown,,,Slovenian,GDPR+ (via IP’s zip) (in SL)
MT_AEPD_Spain_-_EXP202201247.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202201247.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202201247,AEPD (Spain),,Article 4(11) GDPRArticle 6 GDPRArticle 6(1) GDPRArticle 58(2) GDPRArticle 83(5) GDPRArticle 47 LOPDGDDArticle 48(1) LOPDGDDArticle 50 LOPDGDDArticle 6(1) LOPDGDDArticle 63(2) LOPDGDDArticle 65(4) LOPDGDDArticle 72(1)(b) LOPDGDD,"4,6,58,83",Complaint,Rejected,2022-01-14,,2022-11-28,n/a,"Data SubjectAUTOMOVILES FERSAN, S.A.",PS-00304-2022,n/a,Unknown,,,Spanish,AEPD (in ES)
MT_Datatilsynet_-_The_Danish_Bar_Associations_Disciplinary_Council.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_-_The_Danish_Bar_Associations_Disciplinary_Council.md,authorities,Denmark,Datatilsynet (Denmark),Datatilsynet - The Danish Bar Association's Disciplinary Council,Datatilsynet (Denmark),,Article 14(3)(a) GDPR,,Complaint,Upheld,,,2020-05-22,None,Advokatnævnet,The Danish Bar Association's Disciplinary Council,n/a,n/a,,,Danish,Datatilsynet (in DA)
MT_The_High_Court_-_2021_IEHC_287.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_The_High_Court_-_2021_IEHC_287.md,courts,Ireland,High Court (Ireland),The High Court - 2021 IEHC 287,,High Court (Ireland),Article 6(1)(c) GDPRArticle 23 GDPRArticle 267 of the Treaty on the Functioning of the European Union,23,,,,2021-05-19,,,BOARD OF MANAGEMENT OF SALESIAN SECONDARY COLLEGE (LIMERICK)FACEBOOK IRELAND LIMITEDFACEBOOK IRELAND LIMITED,2021 IEHC 287,2020 No. 1419 P,,,,English,High Court Ireland (in English)
MT_ANSPDCP_Romania_-_31.01.2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_31.01.2023.md,authorities,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - 31.01.2023,ANSPDCP (Romania),,Article 6(1)(a) GDPRArticle 9(2)(a) GDPRArticle 33 GDPR,33,Investigation,Violation Found,,,2023-01-31,"1,000 RON",n/a,Press Release 31/01/2023,n/a,Unknown,,,Romanian,Romanian DPA (in RO)
MT_AEPD_Spain_-_PS_00235_2020.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_PS_00235_2020.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - PS/00235/2020,AEPD (Spain),,Article 6(1) GDPR,6,Complaint,Upheld,,,2021-01-26,75.000 EUR,"Telefónica Móviles España, S.A.U.",PS/00235/2020,n/a,n/a,,,Spanish,AEPD (in ES)
MT_BGH_-_I_ZR_223_19.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BGH_-_I_ZR_223_19.md,courts,Germany,BGH (Germany),BGH - I ZR 223/19,,BGH (Germany),Article 9 GDPR,9,,,,2025-03-27,2025-05-01,,,I ZR 223/19,,,CJEUC-21/23,Not appealed,German,Rewis (in German)
MT_RvS_-_202000948_1_A3.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_RvS_-_202000948_1_A3.md,courts,Netherlands,RvS (Netherlands),RvS - 202000948/1/A3,,RvS (Netherlands),Article 12(6) GDPR,12,,,,2020-12-09,2020-12-09,,Council of Mayor and Aldermen of Uithoorn,202000948/1/A3,ECLI:NL:RVS:2020:2915,,Rb. Amsterdam (Netherlands)19/2788,Unknown,Dutch,Rechtspraak.nl (in Dutch)
MT_Persónuvernd_Iceland_-_Case_no._2021122409.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Persónuvernd_Iceland_-_Case_no._2021122409.md,authorities,Iceland,Persónuvernd (Iceland),Persónuvernd (Iceland) - Case no. 2021122409,Persónuvernd (Iceland),,Article 5(1)(f) GDPRArticle 6 GDPRArticle 32 GDPR,"6,32",Complaint,Rejected,,2022-11-09,,n/a,Nova hf.,Case no. 2021122409,n/a,Unknown,,,Icelandic,Icelandic DPA (in IS)
MT_AZOP_Croatia_-_Decision_21-07-2022_A1_telecommunications.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AZOP_Croatia_-_Decision_21-07-2022_A1_telecommunications.md,authorities,Croatia,AZOP (Croatia),AZOP (Croatia) - Decision 21-07-2022 (A1 telecommunications),AZOP (Croatia),,Article 25(1) GDPRArticle 32(1)(b) GDPRArticle 32(1)(d) GDPR,25,Investigation,Violation Found,,,2022-07-21,2100000 HRK,n/a,Decision 21-07-2022 (A1 telecommunications),n/a,Unknown,,,Croatian,AZOP (in HR)
MT_Högsta_förvaltningsdomstolen_-_Mål_nr_3691-22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Högsta_förvaltningsdomstolen_-_Mål_nr_3691-22.md,courts,Sweden,SAC (Sweden),Högsta förvaltningsdomstolen - Mål nr 3691-22,,SAC (Sweden),Article 78(1) GDPR,78,,,,2023-11-17,2023-11-17,,IMY,Mål nr 3691-22,,,,,Swedish,Mål nr 3691-22 (in Swedish)
MT_Rb._Midden-Nederland_-_ECLI_NL_RBMNE_2023_6043.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Midden-Nederland_-_ECLI_NL_RBMNE_2023_6043.md,courts,Netherlands,Rb. Midden-Nederland (Netherlands),Rb. Midden-Nederland - ECLI:NL:RBMNE:2023:6043,,Rb. Midden-Nederland (Netherlands),Article 12(3) GDPRArticle 82(1) GDPR,"12,82",,,,2023-11-09,2023-11-29,,University of Utecht,ECLI:NL:RBMNE:2023:6043,ECLI:NL:RBMNE:2023:6043,,,,Dutch,De Rechtspraak (in Dutch)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10154110.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10154110.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10154110,Garante per la protezione dei dati personali (Italy),,Article 5 GDPRArticle 33 GDPR,"5,33",Complaint,Upheld,2024-10-24,2025-07-10,,80000 EUR,Data Subject versus Poste Vita S.p.A.,10154110,n/a,Unknown,,,Italian,GPDP (in IT)
MT_CE_-_466856.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CE_-_466856.md,courts,France,CE (France),CE - 466856,,CE (France),Article 16 GDPR,16,,,,2023-06-26,,,,466856,ECLI:FR:CECHS:2023:466856.20230626,,CNIL (France),Unknown,French,Légifrance (in French)
MT_Rb._Zeeland-West-Brabant_-_AWB-_20_5411.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Zeeland-West-Brabant_-_AWB-_20_5411.md,courts,Netherlands,Rb. Zeeland-West-Brabant (Netherlands),Rb. Zeeland-West-Brabant - AWB- 20 5411,,Rb. Zeeland-West-Brabant (Netherlands),Article 6 GDPRArticle 17 GDPRArticle 82 GDPRWet openbaarheid van bestuur (Wob),"6,17,82",,,,2021-04-22,2021-05-06,,AnonymousThe Executive of the Municipality of Etten-Leur ('het college van burgemeester en wethouders van de gemeente Etten-Leur'),AWB- 20_5411,ECLI:NL:RBZWB:2021:2046,,,Not appealed,Dutch,de Rechtspraak (in Dutch)
MT_Commissioner_Cyprus_-_11.17.001.008.229.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Commissioner_Cyprus_-_11.17.001.008.229.md,authorities,Cyprus,Commissioner (Cyprus),Commissioner (Cyprus) - 11.17.001.008.229,Commissioner (Cyprus),,Article 5(2) GDPRArticle 44 GDPR,"5,44",Complaint,Upheld,2020-08-17,2024-02-28,,n/a,ARKTINOS” Publications Ltd,11.17.001.008.229,n/a,Unknown,,,Greek,Office of the Commissioner for Personal Data Protection (in EL)
MT_Rb._Den_Haag_-_AWB_-_20_4694.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Den_Haag_-_AWB_-_20_4694.md,courts,Netherlands,Rb. Den Haag (Netherlands),Rb. Den Haag - AWB - 20 4694,,Rb. Den Haag (Netherlands),"Article 5(1)(a) GDPRArticle 6(1)(a) GDPRArticle 7 GDPRArticle 13 GDPRArticle 25 GDPRArticle 56(1) GDPRAricle 1:2, lid 3 Awb","7,13,25,56",,,,2021-12-22,2022-01-25,,ConsumentenbondAutoriteit Persoonsgegevens,AWB - 20 _ 4694,ECLI:NL:RBDHA:2021:15405,,,Unknown,Dutch,Rechtspraak.nl (in Dutch)
MT_AEPD_Spain_-_PS_00257_2020.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_PS_00257_2020.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - PS/00257/2020,AEPD (Spain),,Article 37 GDPRLOPDGDD,37,Investigation,Violation Found,,,2021-01-11,None,Ayuntamiento de Arroyomolinos,PS/00257/2020,n/a,n/a,,,Spanish,AEPD (in ES)
MT_IMY_Sweden_-_DI-2020-10696.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IMY_Sweden_-_DI-2020-10696.md,authorities,Sweden,IMY (Sweden),IMY (Sweden) - DI-2020-10696,IMY (Sweden),,Article 12(3) GDPRArticle 12(6) GDPRArticle 15 GDPRArticle 17 GDPRArticle 58(2)(c) GDPRArticle 58(2)(d) GDPR,"12,15,17",Complaint,Upheld,,2022-06-27,2023-01-23,n/a,Nordax Bank AB,DI-2020-10696,n/a,n/a,,,English,EDPB (in EN)
MT_AEPD_Spain_-_PS_00247_2020.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_PS_00247_2020.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - PS/00247/2020,AEPD (Spain),,Article 7 GDPRArticle 13 GDPR,"7,13",Investigation,Violation Found,,2020-10-26,,4000 EUR,"ORGANIC AND NATUR 03, S.L",PS/00247/2020,n/a,Unknown,,,Spanish,AEPD (in ES)
MT_AEPD_Spain_-_PS_00189_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_PS_00189_2021.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - PS/00189/2021,AEPD (Spain),,Article 6(1) GDPR,6,Complaint,Upheld,,,2021-09-14,56.000 EUR,"Vodafone España, S.A.U.",PS/00189/2021,n/a,n/a,,,Spanish,AEPD (in ES)
MT_ANSPDCP_Romania_-_Fine_against_a_natural_person.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ANSPDCP_Romania_-_Fine_against_a_natural_person.md,authorities,Romania,ANSPDCP (Romania),ANSPDCP (Romania) - Fine against a natural person,ANSPDCP (Romania),,Article 5(1)(b) GDPRArticle 5(1)(a) GDPRArticle 5(2) GDPRArticle 6(1) GDPRArticle 14(1) GDPRArticle 14(2) GDPRArticle 14(3) GDPRArticle 14(4) GDPR,"5,6,14",Investigation,Violation Found,,,2021-07-30,200 EUR,n/a,Fine against a natural person,n/a,Unknown,,,Romanian,ANSPDCP (in RO)
MT_BGH_-_VI_ZR_15_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BGH_-_VI_ZR_15_23.md,courts,Germany,BGH (Germany),BGH - VI ZR 15/23,,BGH (Germany),Article 15(1) GDPR,15,,,,2024-02-06,,,,VI ZR 15/23,,,OLG Celle (Germany)8 U 165/22,Not appealed,German,BGH (in German)
MT_LfDI_Baden-Württemberg_-_0523.1-2_3.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfDI_Baden-Württemberg_-_0523.1-2_3.md,authorities,Germany,LfDI (Baden-Württemberg),LfDI (Baden-Württemberg) - 0523.1-2/3,LfDI (Baden-Württemberg),,Article 5(2) GDPR,5,Other,n/a,,,2021-03-10,"300,000 EUR",VfB Stuttgart 1893 AG,"Fine EUR 300,000 against VfB Stuttgart 1893 AG",n/a,n/a,,,German,LfDI (in DE)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10037849.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10037849.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10037849,Garante per la protezione dei dati personali (Italy),,Article 5(1)(a) GDPRArticle 6 GDPRArticle 9 GDPRArticle 57(1)(f) GDPRArticle 58(2)(b) GDPRArticle 83(2) GDPRArticle 88(2) GDPR,"6,9,83,88",Complaint,Other Outcome,,2024-06-06,,n/a,Ministero delle Infrastrutture e dei Trasporti,10037849,n/a,n/a,,,Italian,Garante per la protezione dei dati personali (in IT)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9440075.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9440075.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9440075,Garante per la protezione dei dati personali (Italy),,Article 5(1)(a) GDPRArticle 5(1)(c) GDPRArticle 6(1)(c) GDPRArticle 6(1)(e) GDPRArticle 6(2) GDPRArticle 6(3) GDPR,6,Complaint,Upheld,,2020-07-02,2020-07-27,4000 EUR,XX and XX,9440075,n/a,Not appealed,,,Italian,Garante per la protezione dei dati personali (in IT)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9445710.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9445710.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9445710,Garante per la protezione dei dati personali (Italy),,Article 12(1) GDPRArticle 15 GDPR,"12,15",Complaint,Upheld,,2020-07-02,2020-08-02,3.000 EUR,GTL s.r.l.,9445710,n/a,Unknown,,,Italian,Ordinanza ingiunzione nei confronti di GTL s.r.l. - 2 luglio 2020 [9445710 (in IT)]
MT_APD_GBA_Belgium_-_56_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_56_2021.md,authorities,Belgium,APD/GBA (Belgium),APD/GBA (Belgium) - 56/2021,APD/GBA (Belgium),,Article 5(2) GDPRArticle 24 GDPRArticle 25 GDPRArticle 32 GDPR,"5,24,25,32",Complaint,Upheld,,2021-04-26,,100000 EUR,n/a,56/2021,n/a,Unknown,,,French,Belgian Data Protection Authority (in FR)
MT_Datatilsynet_Denmark_-_2020-832-0028.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_Denmark_-_2020-832-0028.md,authorities,Denmark,Datatilsynet (Denmark),Datatilsynet (Denmark) - 2020-832-0028,Datatilsynet (Denmark),,"Article 5 GDPRArticle 15 GDPR§ 22, 1 and 2 Databeskyttelsesloven","5,15",Other,n/a,,,2022-06-22,n/a,DBUDivisionsforeningen,2020-832-0028,n/a,Unknown,,,Danish,Afslag på indsigt i tv-overvågningsoptagelser fra stadion var berettiget (in DA)
MT_AZOP_Croatia_-_Decision_04-07-2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AZOP_Croatia_-_Decision_04-07-2022.md,authorities,Croatia,AZOP (Croatia),AZOP (Croatia) - Decision 04-07-2022,AZOP (Croatia),,Article 6(1) GDPRArticle 57(1) GDPRArticle 58(1) GDPRArticle 26 Act on the Implementation of the General Data Protection RegulationArticle 32(1) Act on the Implementation of the General Data Protection Regulation,"6,57,58",Complaint,Partly Upheld,,2022-07-04,2022-12-30,n/a,n/a,Decision 04-07-2022,n/a,Unknown,,,Croatian,AZOP (in HR)
MT_DVI_Latvia_-_02_02_2024.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_DVI_Latvia_-_02_02_2024.md,authorities,Latvia,DVI (Latvia),DVI (Latvia) - 02/02/2024,DVI (Latvia),,Article 5(1)(a) GDPRArticle 6 GDPRArticle 7 GDPRArticle 12 GDPRArticle 12(1) GDPR,"6,7,12",Investigation,Violation Found,2022-06-29,2024-02-02,,"1,000 EUR",AQAPHOTO,02/02/2024,n/a,n/a,,,Latvian,DVI (in LV)
MT_HDPA_Greece_-_40_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_HDPA_Greece_-_40_2021.md,authorities,Greece,HDPA (Greece),HDPA (Greece) - 40/2021,HDPA (Greece),,"Article 15 GDPRArticle 21 GDPRArticles 4, 5, 12 and 13 of Law 2472/1997 on the Protection of Individuals with regard to the Processing of Personal Data","15,21",Complaint,Upheld,,2021-09-07,,10000 EUR,Organization of Urban Transport of Thessaloniki (OASTH)Former shareholders of OASTH (anonymous),40/2021,n/a,Unknown,,,Greek,Greek DPA (in EL)
