id,file_name,source_path,jurisdiction,authority,title,relevant_law,gdpr_articles,type,outcome,started,decided,published,fine,fine_amount,fine_currency,parties,national_case_number_name,european_case_law_identifier,original_languages,original_source,sector_type,sector_type_confidence,sector_core_activity,sector_core_activity_confidence,sector_size,sector_size_confidence
ES_52,MT_AEPD_Spain_-_EXP202201746.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202201746.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202201746,Article 5(1)(f) GDPRArticle 32 GDPRArticle 83(4) GDPRArticle 83(5) GDPR,"32,83",Complaint,Upheld,27/01/2022,08/09/2023,08/09/2023,n/a,,,SERVICIO CANARIO DE LA SALUD,PS/00097/2023,n/a,Spanish,AEPD (in ES),,,,,,
ES_53,MT_AEPD_Spain_-_EXP202201987.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202201987.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202201987,Article 15 GDPRArticle 17 GDPRArticle 3 LOPDGDD,"15,17",Complaint,Upheld,31/01/2022,,29/09/2022,n/a,,,PEPEMOBILE. S.L.,PD-00099-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_54,MT_AEPD_Spain_-_EXP202202088.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202088.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202088,Article 5(1)(c) GDPRArticle 13 GDPRArticle 83(5) GDPR,"13,83",Complaint,Upheld,27/01/2022,,,1000 EUR,1000,EUR,n/a,PS-00219-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_55,MT_AEPD_Spain_-_EXP202202164.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202164.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202164,Article 5(1)(a) GDPRArticle 5(2) GDPRArticle 12 GDPRArticle 13 GDPRArticle 76 LOPDGDD,"5,12,13",Complaint,Upheld,16/01/2022,26/08/2022,,1200 EUR,1200,EUR,n/a,EXP202202164,n/a,Spanish,AEPD (in ES),,,,,,
ES_56,MT_AEPD_Spain_-_EXP202202183.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202183.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202183,Article 6(1) GDPRArticle 15 GDPRArticle 13 LOPDGDD,"6,15",Complaint,Rejected,26/01/2022,,08/09/2022,n/a,,,"ESCO EXPANSION, S.L.CAIXABANK, S.A",PD-00127-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_57,MT_AEPD_Spain_-_EXP202202309.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202309.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202309,Article 5(1)(f) GDPRArticle 32 GDPR,32,Complaint,Upheld,,,,n/a,,,"Centro Médico Salus Baleares, S.L.",EXP202202309,n/a,Spanish,AEPD (in ES),,,,,,
ES_58,MT_AEPD_Spain_-_EXP202202415.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202415.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202415,Article 12(3) GDPRArticle 15 GDPR,"12,15",Complaint,Upheld,,09/07/2024,,"15,000 EUR",15000,EUR,GlovoApp23 SA,EXP202202415,n/a,Spanish,AEPD (in ES),,,,,,
ES_59,MT_AEPD_Spain_-_EXP202202567.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202567.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202567,Article 6(1) GDPRArticle 28 GDPR,"6,28",Complaint,Upheld,14/01/2022,04/02/2025,05/02/2025,n/a,,,n/a,EXP202202567,n/a,Spanish,AEPD (in ES),,,,,,
ES_60,MT_AEPD_Spain_-_EXP202202837.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202837.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202837,Article 6(1) GDPRArticle 83(2) GDPR§169(1) Criminal Code§7 LOPDGDD§76(2)(a) LOPDGDD,"6,83",Complaint,Upheld,,,,5.000 EUR,5,EUR,n/a,ps-00107-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_61,MT_AEPD_Spain_-_EXP202202889.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202889.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202889,"Article 12 GDPRArticle 15 GDPRarticle 13, LOPDGDDarticle 15, 18, Ley 41/2002","12,15",Complaint,Upheld,,06/09/2022,,n/a,,,Dentoestetic Centro de Salud y Estética Dental SI,00108-2022,PD,Spanish,AEPD (in ES),,,,,,
ES_62,MT_AEPD_Spain_-_EXP202202898.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202898.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202898,Article 6(1) GDPR,6,Complaint,Upheld,14/02/2022,03/11/2022,29/12/2022,"24,000 EUR",24000,EUR,"SUMINISTRADOR IBÉRICO DE ENERGÍA, S.L.",PS/00286/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_63,MT_AEPD_Spain_-_EXP202202928.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202928.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202928,Article 12 GDPRArticle 17(1) GDPRArticle 12 Organic Law on Protection of Personal Data and Guarantee of Digital Rights (Ley Orgánica de Protección de Datos Personales y garantía de los derechos digitales - LOPDGDD)Article 15 Organic Law on Protection of Personal Data and Guarantee of Digital Rights (Ley Orgánica de Protección de Datos Personales y garantía de los derechos digitales - LOPDGDD),"12,17",Complaint,Upheld,02/02/2022,,,n/a,,,A.A.A.LLEVANT OPTION PROJECTS S.L.,EXP202202928,n/a,Spanish,AEPD (in ES),,,,,,
ES_64,MT_AEPD_Spain_-_EXP202202937.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202937.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202937,Article 12 GDPRArticle 17 GDPRArticle 15 GDPR,"12,15,17",Complaint,Upheld,08/02/2022,26/08/2022,26/08/2022,n/a,,,"ABANCA CORPORACIÓN BANCARIA, S.A.",EXP202202937,n/a,Spanish,AEPD (in ES),,,,,,
ES_65,MT_AEPD_Spain_-_EXP202202954.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202954.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202954,"Article 5(1)(c) GDPRArticle 6(1)(c) GDPRArticle 9(1) GDPRArticulo 20(a), Ley Orgánica 3/2007, de 22 de marzo, para la igualdad efectiva de mujeres y hombresArticulo 26, Ley 12/1989, de 9 de mayo, de la Función Estadística PúblicaLey 2/2021, de 7 de junio, de igualdad social y no discriminación por razón de identidad de género, expresión de género y características sexuales",9,Complaint,Upheld,31/01/2022,26/01/2024,,n/a,,,"Consejería de Economía, Conocimiento y Empleo",EXP202202954,n/a,Spanish,Agencia Española de Protección de Datos (in ES),,,,,,
ES_66,MT_AEPD_Spain_-_EXP202202960.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202202960.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202202960,Article 13 GDPRArticle 32 GDPRArticle 35 GDPR,"13,32,35",Complaint,Upheld,22/02/2024,12/02/2024,,"360,000 EUR",360000,EUR,"CTC Externalización, S.L.",EXP202202960,n/a,Spanish,AEPD (in ES),,,,,,
ES_67,MT_AEPD_Spain_-_EXP202203580.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202203580.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202203580,Article 5(1)(a) GDPRArticle 44 GDPRArticle 45 GDPRArticle 46(2)(c) GDPR,"44,45",Complaint,Upheld,18/02/2022,03/10/2024,,n/a,,,Mapfre España Compañia de Seguros y Reaseguros SA,EXP202203580,n/a,Spanish,AEPD (in ES),,,,,,
ES_68,MT_AEPD_Spain_-_EXP202203606.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202203606.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202203606,Article 17(1)(a) GDPRArticle 17(2) GDPRArticle 55(1) GDPRArticle 15 Regulation 2016/679Article 16 Regulation 2016/679Article 17 Regulation 2016/679Article 18 Regulation 2016/679Article 19 Regulation 2016/679Article 20 Regulation 2016/679Article 21 Regulation 2016/679Article 22 Regulation 2016/679Articles 13-18 LOPDGDD,"17,55",Other,n/a,21/02/2022,22/04/2022,13/07/2022,n/a,,,"A.A.ASecuritas Direct España, S.A",R/00665/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_69,MT_AEPD_Spain_-_EXP202203617.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202203617.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202203617,Article 5(1)(c) GDPRArticle 6 GDPRArticle 13 GDPRArticle 18(1) CEArticle 22 LOPDGDDArticle 89 LOPDGDDArticle 89(3) LOPDGDD,"6,13",Complaint,Upheld,18/03/2022,09/05/2022,15/11/2022,6000 EUR,6000,EUR,n/a,PS-00188-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_70,MT_AEPD_Spain_-_EXP202203914.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202203914.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202203914,Article 6(1) GDPR,6,Complaint,Upheld,07/03/2022,,15/12/2022,"70,000 EUR",70000,EUR,"VODAFONE ESPAÑA, S.A.U.",AEPD PS-00290-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_71,MT_AEPD_Spain_-_EXP202203923.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202203923.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202203923,Article 12 GDPRArticle 17 GDPRArticle 12 LOPDGDDArticle 15 LOPDGDD,"12,17",Complaint,Upheld,07/03/2022,,07/09/2022,n/a,,,"COFIDIS S.A., SUCURSAL EN ESPAÑA",PD-00110-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_72,MT_AEPD_Spain_-_EXP202203956.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202203956.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202203956,Article 6(1) GDPR,6,Complaint,Partly Upheld,,,22/02/2023,"24,000 EUR",24000,EUR,"MAPFRE ESPAÑA COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.",PS/00305/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_73,MT_AEPD_Spain_-_EXP202203969.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202203969.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202203969,Article 6(1) GDPRArticle 83(5)(a) GDPR,6,Complaint,Upheld,20/04/2023,19/07/2023,18/08/2023,"70,000 EUR",70000,EUR,HOLALUZ-CLIDOM S.A.,PS/00139/2023,n/a,Spanish,AEPD (in ES),,,,,,
ES_74,MT_AEPD_Spain_-_EXP202203996.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202203996.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202203996,"Article 15 GDPR§18 Ley 41/2002, de 14 de noviembre, básica reguladora de la Autonomía del Paciente y de Derechos y Obligaciones en Materia de Información y Documentación Clínica",15,Complaint,Upheld,23/03/2022,,19/09/2022,n/a,,,n/a,PD-00125-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_75,MT_AEPD_Spain_-_EXP202204461.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202204461.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202204461,Article 5(1)(f) GDPRArticle 83(5) GDPR,83,Complaint,Upheld,29/03/2022,07/12/2022,,2000 EUR,2000,EUR,A.A.A.COMUNIDAD DE PROPIETARIOS R.R.R.,PS-00379-2022,n/a,Spanish,Expediente N.º: EXP202204461 (in ES),,,,,,
ES_76,MT_AEPD_Spain_-_EXP202204492.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202204492.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202204492,Article 6(1) GDPR,6,Complaint,Upheld,31/03/2022,,21/12/2022,30000 EUR,30000,EUR,"ORANGE ESPAGNE, S.A.U.",AEPD PS-00344-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_77,MT_AEPD_Spain_-_EXP202204501.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202204501.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202204501,Article 5(1)(f) GDPRArticle 32 GDPRArticle 37 GDPR,"32,37",Complaint,Upheld,22/03/2022,29/01/2024,,n/a,,,Ayuntamiento de Llucmajor,EXP202204501,n/a,Spanish,AEPD (in ES),,,,,,
ES_78,MT_AEPD_Spain_-_EXP202204515.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202204515.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202204515,"Article 6(1)(a) GDPRArticle 21, Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales",,Complaint,Upheld,29/03/2022,26/07/2022,,5000 EUR,5000,EUR,n/a,ps-00362-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_79,MT_AEPD_Spain_-_EXP202204530.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202204530.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202204530,Article 6(1) GDPRArticle 83(5)(b) GDPR,6,Complaint,Upheld,08/03/2022,28/08/2023,28/08/2023,"10,000 EUR",10000,EUR,n/a,PS/00558/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_80,MT_AEPD_Spain_-_EXP202204806.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202204806.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202204806,Article 5(1)(b) GDPRArticle 5(1)(c) GDPR,,Complaint,Rejected,06/12/2021,,21/06/2022,n/a,,,n/a,AI-00173-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_81,MT_AEPD_Spain_-_EXP202204836.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202204836.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202204836,Article 15 GDPR,15,Complaint,Partly Upheld,,,,8000 EUR,8000,EUR,EasyJet,EXP202204836,n/a,Spanish,EXP202204836 (in ES),,,,,,
ES_82,MT_AEPD_Spain_-_EXP202204881.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202204881.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202204881,Article 6(1) GDPR,6,Complaint,Upheld,03/04/2022,,18/07/2023,70000 EUR,70000,EUR,DIGI SPAIN TELECOMA.A.A.,00636-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_83,MT_AEPD_Spain_-_EXP202205104.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202205104.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202205104,Article 6(1) GDPRArticle 20 LOPDGDD,6,Complaint,Upheld,04/04/2022,17/05/2023,17/05/2023,"50,000 EUR",50000,EUR,"Fusiona Soluciones Energéticas, S.A.",PS/00586/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_84,MT_AEPD_Spain_-_EXP202205206.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202205206.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202205206,Article 5(1)(f) GDPRArticle 32 GDPR,32,Investigation,Violation Found,15/03/2022,07/02/2024,,"3,500,000 EUR",3500000,EUR,"I-DE Redes Eléctricas Inteligentes, S.A.U.",EXP202205206,n/a,Spanish,AEPD (in ES),,,,,,
ES_85,MT_AEPD_Spain_-_EXP202205353.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202205353.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202205353,Article 5(1)(f) GDPRArticle 32 GDPR,32,Complaint,Upheld,15/04/2022,28/04/2023,28/04/2023,"3,000 EUR",3000,EUR,n/a,PS/00353/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_86,MT_AEPD_Spain_-_EXP202205791.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202205791.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202205791,Article 17 GDPR§93 LPDPGDD,17,Complaint,Upheld,27/04/2022,,19/09/2022,n/a,,,Google LLC,PD-00157-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_87,MT_AEPD_Spain_-_EXP202205820.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202205820.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202205820,Article 6 GDPR,6,Complaint,Upheld,,,,"5,000 EUR",5000,EUR,n/a,ps-00389-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_88,MT_AEPD_Spain_-_EXP202205850.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202205850.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202205850,Article 5(1)(c) GDPR,,Complaint,Upheld,,,,n/a,,,De La Guardia Civil,EXP202205850,n/a,Spanish,AEPD (in ES),,,,,,
ES_89,MT_AEPD_Spain_-_EXP202205932.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202205932.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202205932,Article 6(1) GDPRArticle 83(5) GDPR,"6,83",Complaint,Upheld,24/04/2022,22/05/2023,08/09/2023,"70,000 EUR",70000,EUR,SUMINISTRADOR IBERICO DE ENERGIA S.L.,PS/00218/2023,n/a,Spanish,AEPD (in ES),,,,,,
ES_90,MT_AEPD_Spain_-_EXP202206302.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202206302.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202206302,Article 6 GDPRArticle 83(5)(a) GDPRArticle 1903 Spanish Civil Code,6,Complaint,Upheld,20/04/2022,,20/11/2023,"10,000 EUR",10000,EUR,n/a,PS/00584/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_91,MT_AEPD_Spain_-_EXP202206316.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202206316.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202206316,Article 5(1)(f) GDPRArticle 32 GDPR,32,Complaint,Upheld,19/04/2022,26/10/2023,,"7,000 EUR",7000,EUR,n/a,EXP202206316,n/a,Spanish,AEPD (in ES),,,,,,
ES_92,MT_AEPD_Spain_-_EXP202206542.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202206542.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202206542,Article 5(1) GDPRArticle 12 GDPRArticle 13 GDPRArticle 14 GDPR,"5,12,13,14",Complaint,Upheld,,18/01/2023,,2000 EUR,2000,EUR,n/a,PS-00357-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_93,MT_AEPD_Spain_-_EXP202206626.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202206626.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202206626,Article 5(1)(c) GDPRArticle 83(5) GDPR,83,Complaint,Upheld,08/06/2022,30/08/2023,30/08/2023,300 EUR,300,EUR,n/a,PS/00427/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_94,MT_AEPD_Spain_-_EXP202206735.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202206735.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202206735,Article 6 GDPR,6,Complaint,Upheld,10/06/2022,19/06/2023,19/06/2023,"50,000 EUR",50000,EUR,"GRUPO TRANSAHER, S.L.",PS/00445/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_95,MT_AEPD_Spain_-_EXP202206805.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202206805.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202206805,"Article 5(1)(a) GDPRArticle 6(1) GDPRArticle 83(2)(c) GDPRArticle 83(2)(e) GDPRArticle 83(5) GDPRLaw 39/2015, of October 1, of the Common Administrative Procedure of Public AdministrationsOrganic Law 3/2018, of December 5, on the Protection of Personal Data and guarantee of Digital Rights","6,83",Complaint,Upheld,23/05/2023,,,"100,000 EUR",100000,EUR,"XXXVODAFONE ESPAÑA, SAU",EXP202206805,n/a,Spanish,AEPD (in ES),,,,,,
ES_96,MT_AEPD_Spain_-_EXP202206825.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202206825.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202206825,Article 6(1) GDPR,6,Complaint,Upheld,,,,"1,500 EUR",1500,EUR,n/a,PS-00450-2022,n/a,Spanish,PS-00450-2022 (in ES),,,,,,
ES_97,MT_AEPD_Spain_-_EXP202207084.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202207084.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202207084,Article 2(2)(c) GDPR,,Complaint,Rejected,,26/08/2022,,n/a,,,n/a,00276-2022,AI,Spanish,AEPD (in ES),,,,,,
ES_98,MT_AEPD_Spain_-_EXP202207199.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202207199.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202207199,Article 6 GDPRArticle 58 GDPR,"6,58",Complaint,Upheld,22/06/2022,,22/09/2023,"4,000 EUR",4000,EUR,n/a,PS/00466/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_99,MT_AEPD_Spain_-_EXP202207270.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202207270.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202207270,Article 19 GDPR,19,Investigation,No Violation Found,06/07/2022,,06/10/2022,n/a,,,Digiman Alicante S.L,PS-00360-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_100,MT_AEPD_Spain_-_EXP202207494.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202207494.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202207494,Article 5(1)(f) GDPR,,Complaint,Upheld,,,,5000 EUR,5000,EUR,n/a,EXP202207494,n/a,Spanish,EXP202207494 (in ES),,,,,,
ES_101,MT_AEPD_Spain_-_EXP202207521.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202207521.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202207521,Article 6(1) GDPR,6,Complaint,Upheld,27/05/2022,,,"20,000 EUR",20000,EUR,n/a,EXP202207521,n/a,Spanish,AEPD (in ES),,,,,,
ES_102,MT_AEPD_Spain_-_EXP202208091.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202208091.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202208091,Article 5(1)(f) GDPRArticle 32 GDPR,32,Complaint,Upheld,20/06/2022,,21/02/2023,n/a,,,General Directorate of Police,PS-00480-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_103,MT_AEPD_Spain_-_EXP202208230.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202208230.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202208230,Article 28(2) GDPRArticle 28(3) GDPR,28,Complaint,Other Outcome,29/06/2022,,21/08/2023,96000 EUR,96000,EUR,"FOURTH PARTY LOGISTICS, S.L.Data Subject",PS-00243-2023,n/a,Spanish,AEPD (in ES),,,,,,
ES_104,MT_AEPD_Spain_-_EXP202209001.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202209001.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202209001,Article 5(1)(c) GDPRArticle 13 GDPRArticle 83(5)(a) GDPRArticle 83(5)(b) GDPR,13,Complaint,Upheld,01/08/2022,29/09/2023,29/09/2023,600 EUR,600,EUR,n/a,PS/00695/2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_105,MT_AEPD_Spain_-_EXP202209077.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202209077.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202209077,Article 5(1)(f) GDPR,,Complaint,Upheld,15/07/2022,08/04/2025,08/04/2025,3000 EUR,3000,EUR,All About Water SL,EXP202209077,n/a,Spanish,AEPD (in ES),,,,,,
ES_106,MT_AEPD_Spain_-_EXP202209175.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202209175.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202209175,Article 13 GDPRArticle 22(3) LOPDGDD,13,Complaint,Upheld,29/07/2022,01/09/2023,01/09/2023,300 EUR,300,EUR,n/a,PS-00624-2022,n/a,Spanish,AEPD (in ES),,,,,,
ES_107,MT_AEPD_Spain_-_EXP202209511.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202209511.md,Spain,AEPD (Spain),AEPD (Spain) - EXP202209511,Article 6(1) GDPRArticle 13 GDPRArticle 83(5) GDPR,"6,13,83",Complaint,Upheld,23/08/2022,30/08/2023,31/08/2023,"1,500 EUR",1500,EUR,n/a,PS/00618/2022,n/a,Spanish,AEPD (in ES),,,,,,
